ID,Item_Name,Brand,Model,Category,Year_of_Purchase,Condition,Quantity,Weight_kg,Recycle_Method,Location,Recycling_Facility,Collection_Date,End_Use,Recycled_Price_USD,Toxic_Components,E-Waste_Collector,Carbon_Footprint,Exported_To
263,Headphone,Samsung,Samsung Model 342,Laptop,2023,Working,2,11.27,Automated,Shanghai,Facility A,2024-10-17,Parts for Electronics,94.02,Lead,E-Waste Inc.,5.06,China
5655,Washing Machine,Samsung,Samsung Model 905,TV,2014,Broken,3,14.41,Both,Mumbai,Facility B,2024-09-23,Parts for Electronics,161.93,None,E-Waste Inc.,9.5,USA
1095,Laptop,LG,LG Model 122,Laptop,2012,Broken,3,5.0,Automated,Mumbai,Facility C,2024-07-01,Parts for Electronics,192.74,Cadmium,Green Electronics,18.49,Brazil
7893,Laptop,Samsung,Samsung Model 625,TV,2017,Working,2,7.24,Manual,Berlin,Facility D,2024-01-08,Raw Materials,177.64,Cadmium,Green Electronics,14.12,China
1300,TV,HP,HP Model 886,Laptop,2022,Broken,4,6.6,Manual,Mumbai,Facility A,2024-08-31,E-Waste Disposal,19.65,Lead,E-Waste Inc.,7.26,Brazil
4007,Refrigerator,LG,LG Model 941,TV,2020,Broken,1,3.53,Both,Shanghai,Facility A,2023-12-26,Parts for Electronics,79.39,None,Green Electronics,7.91,Germany
8342,Laptop,Sony,Sony Model 454,Mobile,2015,Partially Working,1,13.72,Manual,Dhaka,Facility D,2024-02-29,E-Waste Disposal,173.95,None,Green Electronics,8.26,Germany
705,Air Conditioner,Samsung,Samsung Model 941,Laptop,2016,Working,2,2.19,Automated,Dhaka,Facility A,2024-08-22,Parts for Electronics,105.11,Lead,E-Waste Inc.,11.34,Brazil
397,Washing Machine,Panasonic,Panasonic Model 543,Laptop,2020,Working,3,1.71,Automated,Mumbai,Facility C,2024-04-07,Raw Materials,24.96,Mercury,EcoWaste Solutions,7.15,Brazil
5936,TV,Samsung,Samsung Model 129,TV,2020,Working,3,16.5,Both,New York,Facility A,2024-03-20,E-Waste Disposal,195.8,None,Green Electronics,19.4,USA
3488,Headphone,Apple,Apple Model 607,Appliance,2022,Partially Working,4,10.3,Manual,Berlin,Facility D,2024-01-26,Raw Materials,112.72,Cadmium,Green Electronics,12.87,USA
939,TV,Panasonic,Panasonic Model 162,Appliance,2011,Working,4,4.41,Automated,Dhaka,Facility D,2023-12-24,Raw Materials,105.15,None,EcoWaste Solutions,15.72,USA
665,Washing Machine,Panasonic,Panasonic Model 772,Appliance,2014,Partially Working,3,14.5,Manual,London,Facility C,2024-06-21,E-Waste Disposal,148.81,Cadmium,Green Electronics,11.25,India
5399,Air Conditioner,Sony,Sony Model 121,Appliance,2018,Broken,4,3.85,Manual,Shanghai,Facility B,2024-06-30,Raw Materials,61.78,Lead,EcoWaste Solutions,17.89,China
6136,Refrigerator,Sony,Sony Model 969,Laptop,2017,Partially Working,4,4.7,Manual,New York,Facility A,2024-01-25,Parts for Electronics,158.55,Cadmium,Green Electronics,4.9,India
9586,Washing Machine,HP,HP Model 293,Laptop,2016,Partially Working,4,12.89,Both,Dhaka,Facility C,2023-11-25,Parts for Electronics,54.11,Cadmium,E-Waste Inc.,5.08,India
9220,Air Conditioner,Xiaomi,Xiaomi Model 451,Laptop,2021,Broken,4,18.67,Manual,Dhaka,Facility A,2024-01-23,Parts for Electronics,10.72,Lead,EcoWaste Solutions,7.35,India
3899,Refrigerator,Xiaomi,Xiaomi Model 233,TV,2019,Partially Working,2,1.67,Manual,New York,Facility A,2024-03-11,Raw Materials,197.59,Lead,EcoWaste Solutions,9.78,China
8794,Washing Machine,Panasonic,Panasonic Model 196,Mobile,2016,Broken,2,10.04,Manual,Mumbai,Facility D,2024-05-26,Raw Materials,32.65,Lead,Green Electronics,9.76,USA
9601,Microwave,HP,HP Model 698,Mobile,2021,Broken,5,14.62,Manual,London,Facility B,2024-02-20,Raw Materials,178.58,None,E-Waste Inc.,4.12,Germany
3547,Refrigerator,HP,HP Model 906,TV,2016,Partially Working,5,12.03,Manual,Mumbai,Facility D,2024-06-01,Raw Materials,9.4,Lead,E-Waste Inc.,11.01,USA
3415,Washing Machine,Panasonic,Panasonic Model 126,TV,2010,Broken,3,16.83,Both,Mumbai,Facility C,2024-10-01,E-Waste Disposal,130.31,Cadmium,E-Waste Inc.,18.69,India
141,TV,Samsung,Samsung Model 561,TV,2012,Partially Working,5,18.55,Both,London,Facility D,2024-04-13,Parts for Electronics,54.84,None,EcoWaste Solutions,7.11,Germany
6369,Washing Machine,Xiaomi,Xiaomi Model 268,TV,2017,Partially Working,4,8.44,Both,Dhaka,Facility A,2024-10-30,Raw Materials,194.14,None,EcoWaste Solutions,5.78,China
4625,Refrigerator,Dell,Dell Model 887,TV,2021,Broken,4,13.74,Automated,Mumbai,Facility A,2024-02-03,Raw Materials,102.96,None,Green Electronics,3.36,India
6844,Washing Machine,HP,HP Model 907,Mobile,2023,Broken,1,14.8,Manual,Berlin,Facility C,2024-06-13,Parts for Electronics,36.72,Mercury,EcoWaste Solutions,17.79,China
549,Smartphone,Dell,Dell Model 233,Laptop,2011,Working,2,15.87,Automated,Shanghai,Facility D,2023-12-24,Raw Materials,29.7,Lead,Green Electronics,8.96,China
3255,Smartphone,Dell,Dell Model 726,Appliance,2011,Broken,5,11.94,Manual,Dhaka,Facility C,2024-04-15,E-Waste Disposal,69.44,Cadmium,EcoWaste Solutions,9.59,India
1590,Headphone,Panasonic,Panasonic Model 657,Appliance,2014,Partially Working,3,13.52,Both,Berlin,Facility A,2023-12-13,Parts for Electronics,39.31,Mercury,E-Waste Inc.,4.7,USA
3997,Washing Machine,Samsung,Samsung Model 727,Mobile,2021,Working,5,8.05,Automated,Dhaka,Facility C,2024-08-08,Parts for Electronics,99.89,Mercury,E-Waste Inc.,10.44,China
4285,Smartphone,Samsung,Samsung Model 533,TV,2016,Broken,4,18.9,Manual,New York,Facility D,2024-08-15,Raw Materials,38.2,Lead,Green Electronics,3.99,USA
3464,Microwave,Apple,Apple Model 509,Laptop,2022,Partially Working,3,16.07,Both,New York,Facility B,2024-04-09,Parts for Electronics,196.2,Lead,EcoWaste Solutions,6.02,Germany
8128,TV,Panasonic,Panasonic Model 339,Laptop,2010,Broken,1,6.38,Manual,Berlin,Facility A,2024-05-08,Raw Materials,43.58,Cadmium,EcoWaste Solutions,18.62,India
190,Headphone,Samsung,Samsung Model 841,Appliance,2010,Broken,3,19.8,Manual,New York,Facility B,2024-08-20,E-Waste Disposal,190.36,Mercury,Green Electronics,11.01,India
1617,Washing Machine,Apple,Apple Model 711,Laptop,2019,Broken,4,13.25,Automated,New York,Facility C,2024-01-31,Parts for Electronics,192.34,Cadmium,EcoWaste Solutions,7.98,USA
3180,Laptop,Panasonic,Panasonic Model 403,Mobile,2010,Broken,1,15.49,Both,London,Facility D,2024-07-21,Parts for Electronics,80.11,Lead,EcoWaste Solutions,16.15,India
906,Laptop,Dell,Dell Model 286,Mobile,2020,Broken,4,5.99,Automated,Dhaka,Facility D,2024-01-27,Raw Materials,173.72,Lead,E-Waste Inc.,18.98,Germany
9381,Smartphone,Sony,Sony Model 127,Laptop,2010,Working,5,7.8,Both,New York,Facility D,2024-08-15,Raw Materials,150.23,Mercury,E-Waste Inc.,18.79,Brazil
9524,Refrigerator,Panasonic,Panasonic Model 805,Appliance,2015,Working,4,11.06,Automated,Mumbai,Facility A,2023-12-22,Parts for Electronics,21.01,Lead,Green Electronics,15.52,Germany
8731,Smartphone,Apple,Apple Model 171,Mobile,2013,Broken,1,6.22,Both,New York,Facility D,2024-08-12,Raw Materials,20.68,None,E-Waste Inc.,7.26,Brazil
9153,Washing Machine,HP,HP Model 538,Mobile,2010,Working,1,15.31,Automated,New York,Facility A,2024-10-01,Raw Materials,13.06,Mercury,E-Waste Inc.,19.83,Brazil
1045,Microwave,Xiaomi,Xiaomi Model 204,Mobile,2016,Broken,4,6.16,Both,Shanghai,Facility D,2023-11-28,E-Waste Disposal,198.97,Mercury,EcoWaste Solutions,13.89,Brazil
1869,Refrigerator,Panasonic,Panasonic Model 945,Laptop,2020,Partially Working,3,4.51,Manual,Mumbai,Facility C,2024-04-28,Raw Materials,6.79,None,E-Waste Inc.,2.94,India
6673,Air Conditioner,LG,LG Model 871,TV,2021,Broken,1,7.85,Manual,Dhaka,Facility D,2024-05-06,Parts for Electronics,62.89,Cadmium,Green Electronics,12.86,Brazil
7074,Refrigerator,Xiaomi,Xiaomi Model 127,Laptop,2017,Working,5,6.48,Manual,Berlin,Facility D,2024-10-09,E-Waste Disposal,41.47,Lead,Green Electronics,11.42,USA
795,Refrigerator,Xiaomi,Xiaomi Model 216,Appliance,2022,Broken,4,4.44,Automated,Berlin,Facility C,2024-04-28,Parts for Electronics,175.34,Cadmium,E-Waste Inc.,9.93,Brazil
7921,Laptop,HP,HP Model 264,TV,2020,Working,3,0.58,Automated,Dhaka,Facility D,2024-02-06,Raw Materials,73.33,Lead,Green Electronics,4.1,Germany
4730,Headphone,LG,LG Model 798,TV,2014,Broken,4,4.86,Manual,Mumbai,Facility A,2024-10-12,Parts for Electronics,155.94,Lead,EcoWaste Solutions,14.67,India
856,Smartphone,Samsung,Samsung Model 662,Laptop,2010,Broken,3,3.76,Manual,Mumbai,Facility A,2024-02-04,E-Waste Disposal,163.33,Cadmium,EcoWaste Solutions,2.34,USA
6701,Washing Machine,Dell,Dell Model 194,TV,2012,Working,5,4.74,Manual,Mumbai,Facility B,2024-09-01,Raw Materials,156.39,Lead,Green Electronics,19.78,USA
5864,Air Conditioner,Panasonic,Panasonic Model 615,TV,2015,Broken,4,13.02,Both,Shanghai,Facility B,2024-03-08,E-Waste Disposal,114.19,Lead,EcoWaste Solutions,6.74,Brazil
7412,Microwave,HP,HP Model 954,TV,2010,Broken,5,4.0,Automated,Dhaka,Facility B,2024-01-30,Parts for Electronics,148.54,None,Green Electronics,3.69,Brazil
9025,Washing Machine,Apple,Apple Model 225,TV,2019,Partially Working,2,13.15,Manual,Shanghai,Facility A,2024-02-14,Raw Materials,31.24,Cadmium,Green Electronics,15.85,Brazil
8175,Air Conditioner,Samsung,Samsung Model 989,Appliance,2019,Broken,1,7.68,Both,Berlin,Facility C,2024-01-20,E-Waste Disposal,178.4,Lead,EcoWaste Solutions,7.61,USA
1700,TV,Sony,Sony Model 192,Mobile,2016,Partially Working,5,16.64,Automated,London,Facility D,2024-02-20,Raw Materials,15.07,Mercury,EcoWaste Solutions,15.01,Germany
4660,Washing Machine,LG,LG Model 295,Appliance,2016,Partially Working,3,5.67,Automated,London,Facility C,2024-04-09,E-Waste Disposal,97.14,Lead,EcoWaste Solutions,18.91,India
8813,Refrigerator,Apple,Apple Model 354,Mobile,2013,Working,1,7.68,Both,London,Facility A,2024-06-14,Raw Materials,158.64,Cadmium,Green Electronics,2.15,USA
8111,Washing Machine,LG,LG Model 581,TV,2023,Working,1,5.4,Automated,Berlin,Facility B,2024-09-23,Raw Materials,196.23,None,Green Electronics,15.57,USA
6396,Washing Machine,LG,LG Model 770,TV,2020,Working,4,16.77,Manual,Shanghai,Facility D,2024-08-09,E-Waste Disposal,108.24,Mercury,Green Electronics,15.1,Germany
6866,Headphone,Dell,Dell Model 185,TV,2013,Working,2,17.42,Both,London,Facility C,2024-07-03,Raw Materials,171.02,None,Green Electronics,2.79,Germany
7872,Smartphone,Apple,Apple Model 287,TV,2019,Working,2,13.44,Manual,New York,Facility A,2024-01-11,Raw Materials,39.77,Mercury,E-Waste Inc.,1.04,Germany
600,Washing Machine,Xiaomi,Xiaomi Model 716,Laptop,2023,Broken,2,15.37,Manual,Dhaka,Facility D,2024-02-09,Parts for Electronics,127.53,Mercury,Green Electronics,14.82,India
8343,TV,Panasonic,Panasonic Model 605,Appliance,2011,Working,2,13.66,Automated,Berlin,Facility C,2024-08-08,E-Waste Disposal,42.09,Cadmium,Green Electronics,6.2,Germany
8187,TV,Apple,Apple Model 347,TV,2019,Partially Working,3,10.02,Manual,Dhaka,Facility B,2024-04-17,E-Waste Disposal,29.03,None,Green Electronics,9.23,Germany
7285,Headphone,HP,HP Model 895,Mobile,2019,Working,3,19.17,Both,Mumbai,Facility B,2024-10-16,Parts for Electronics,131.17,Mercury,E-Waste Inc.,8.16,India
6980,Headphone,LG,LG Model 802,Mobile,2012,Partially Working,3,3.25,Manual,New York,Facility A,2024-11-06,Raw Materials,81.77,Mercury,EcoWaste Solutions,11.31,Germany
4354,Headphone,LG,LG Model 727,Laptop,2013,Broken,3,6.29,Both,New York,Facility B,2023-12-06,E-Waste Disposal,74.15,Mercury,E-Waste Inc.,16.44,USA
3708,Washing Machine,Dell,Dell Model 309,Mobile,2023,Broken,4,11.36,Both,New York,Facility A,2024-03-27,E-Waste Disposal,102.23,Lead,E-Waste Inc.,13.43,Germany
3063,Microwave,LG,LG Model 602,Laptop,2017,Broken,4,2.46,Manual,Shanghai,Facility A,2024-10-09,Parts for Electronics,151.22,Mercury,E-Waste Inc.,16.11,Brazil
9583,Air Conditioner,HP,HP Model 809,Mobile,2018,Partially Working,2,12.48,Automated,London,Facility B,2023-12-16,Parts for Electronics,93.8,Lead,EcoWaste Solutions,19.2,USA
977,Headphone,LG,LG Model 534,TV,2023,Partially Working,1,10.26,Manual,Shanghai,Facility D,2024-08-04,E-Waste Disposal,85.83,Cadmium,Green Electronics,6.59,India
6256,Laptop,Apple,Apple Model 199,Appliance,2013,Broken,3,0.77,Automated,Dhaka,Facility D,2024-09-03,Parts for Electronics,82.55,Cadmium,EcoWaste Solutions,18.02,Germany
4374,Washing Machine,Sony,Sony Model 384,TV,2018,Working,2,15.41,Automated,Shanghai,Facility C,2024-04-13,Raw Materials,95.87,Mercury,EcoWaste Solutions,15.98,India
5136,Smartphone,Dell,Dell Model 747,Mobile,2015,Partially Working,2,18.17,Both,New York,Facility A,2024-05-08,Parts for Electronics,67.67,Mercury,E-Waste Inc.,12.43,Brazil
8087,TV,Panasonic,Panasonic Model 226,Laptop,2023,Broken,5,19.77,Both,New York,Facility C,2024-08-11,E-Waste Disposal,181.49,None,Green Electronics,3.33,Germany
44,Air Conditioner,Xiaomi,Xiaomi Model 405,Mobile,2021,Working,4,2.49,Both,Dhaka,Facility B,2024-11-04,E-Waste Disposal,172.97,Cadmium,Green Electronics,6.47,Brazil
9216,Refrigerator,LG,LG Model 336,Appliance,2011,Partially Working,3,10.11,Manual,Berlin,Facility D,2024-07-12,E-Waste Disposal,135.2,Cadmium,E-Waste Inc.,9.62,Brazil
5034,Refrigerator,HP,HP Model 549,Appliance,2022,Working,3,3.18,Both,Mumbai,Facility A,2024-01-15,Parts for Electronics,149.0,None,Green Electronics,2.04,USA
7137,Smartphone,Samsung,Samsung Model 424,TV,2021,Partially Working,5,16.95,Automated,Mumbai,Facility C,2024-08-17,E-Waste Disposal,197.07,None,E-Waste Inc.,8.36,USA
3516,Smartphone,Dell,Dell Model 291,Laptop,2011,Broken,2,1.91,Both,London,Facility A,2024-08-31,Parts for Electronics,198.08,Mercury,EcoWaste Solutions,9.71,Germany
1118,Refrigerator,LG,LG Model 718,Appliance,2013,Partially Working,2,19.86,Manual,New York,Facility A,2024-05-12,Parts for Electronics,35.41,Mercury,Green Electronics,6.18,USA
1857,Microwave,Dell,Dell Model 546,Appliance,2017,Broken,3,5.69,Automated,London,Facility C,2024-03-08,E-Waste Disposal,12.06,Cadmium,E-Waste Inc.,12.51,China
1845,Headphone,Xiaomi,Xiaomi Model 495,TV,2016,Partially Working,2,10.46,Both,Mumbai,Facility A,2024-06-11,Raw Materials,115.37,Mercury,E-Waste Inc.,15.52,USA
117,Microwave,Samsung,Samsung Model 954,Mobile,2018,Partially Working,1,19.6,Automated,Mumbai,Facility D,2024-04-24,Parts for Electronics,9.68,Lead,Green Electronics,11.12,India
7908,Microwave,Sony,Sony Model 572,Laptop,2018,Working,4,6.48,Both,Dhaka,Facility D,2024-01-12,Parts for Electronics,180.0,Lead,Green Electronics,2.66,Brazil
6982,Laptop,Dell,Dell Model 666,TV,2010,Partially Working,2,2.81,Automated,Shanghai,Facility B,2024-03-21,Raw Materials,37.45,Mercury,Green Electronics,17.51,USA
2331,Smartphone,Apple,Apple Model 386,TV,2019,Partially Working,5,14.36,Manual,Mumbai,Facility B,2023-11-28,Parts for Electronics,126.68,Lead,Green Electronics,13.72,India
8154,Headphone,Panasonic,Panasonic Model 720,Laptop,2021,Working,2,13.48,Both,Mumbai,Facility A,2023-12-07,Parts for Electronics,110.22,None,Green Electronics,7.18,USA
7905,Smartphone,Apple,Apple Model 626,Mobile,2016,Partially Working,3,14.83,Both,Mumbai,Facility D,2024-05-26,E-Waste Disposal,173.44,Lead,E-Waste Inc.,1.49,Brazil
6057,TV,LG,LG Model 240,Laptop,2021,Working,3,14.85,Automated,Dhaka,Facility D,2024-04-02,Parts for Electronics,68.5,Cadmium,E-Waste Inc.,10.1,USA
8491,Air Conditioner,Apple,Apple Model 765,TV,2014,Broken,1,13.02,Both,New York,Facility D,2024-11-02,Raw Materials,135.17,Mercury,EcoWaste Solutions,5.68,China
7418,Headphone,Samsung,Samsung Model 924,Appliance,2012,Working,4,5.97,Both,London,Facility A,2024-01-10,Parts for Electronics,185.91,Cadmium,EcoWaste Solutions,13.71,USA
601,Smartphone,LG,LG Model 360,Mobile,2023,Broken,2,0.83,Manual,Mumbai,Facility A,2024-04-11,Raw Materials,72.5,None,EcoWaste Solutions,4.12,Brazil
6414,Microwave,Panasonic,Panasonic Model 843,TV,2016,Working,3,11.04,Both,Berlin,Facility C,2024-07-14,Raw Materials,32.32,Cadmium,Green Electronics,10.64,China
2394,Laptop,Sony,Sony Model 931,Laptop,2018,Working,1,6.73,Automated,Berlin,Facility B,2024-08-24,E-Waste Disposal,49.22,Cadmium,Green Electronics,14.86,Germany
5880,Smartphone,HP,HP Model 410,Mobile,2013,Broken,4,18.21,Automated,London,Facility C,2024-06-15,Parts for Electronics,13.9,Cadmium,Green Electronics,15.64,Brazil
8621,TV,Dell,Dell Model 136,TV,2020,Partially Working,4,14.6,Automated,Berlin,Facility D,2024-07-02,E-Waste Disposal,116.74,Lead,EcoWaste Solutions,8.29,India
2783,Washing Machine,Apple,Apple Model 553,Laptop,2019,Broken,3,1.56,Both,Dhaka,Facility B,2024-03-15,Parts for Electronics,148.46,None,E-Waste Inc.,11.61,USA
2985,Microwave,Sony,Sony Model 371,Appliance,2022,Working,4,7.51,Manual,London,Facility D,2024-10-30,E-Waste Disposal,126.09,None,EcoWaste Solutions,18.74,India
6101,Smartphone,LG,LG Model 185,Appliance,2011,Working,5,12.31,Both,Shanghai,Facility A,2024-05-09,Parts for Electronics,177.82,Mercury,E-Waste Inc.,13.57,Germany
9379,Microwave,Panasonic,Panasonic Model 932,Laptop,2023,Partially Working,2,5.41,Both,Shanghai,Facility D,2024-01-12,Parts for Electronics,176.81,Lead,Green Electronics,16.27,China
1535,Washing Machine,Xiaomi,Xiaomi Model 203,TV,2010,Broken,2,15.66,Automated,Mumbai,Facility C,2024-04-22,E-Waste Disposal,54.21,Mercury,Green Electronics,16.8,India
5472,Laptop,Panasonic,Panasonic Model 296,Mobile,2011,Broken,3,7.77,Automated,New York,Facility D,2023-11-26,Parts for Electronics,5.29,Mercury,E-Waste Inc.,16.1,China
501,Headphone,Panasonic,Panasonic Model 971,Laptop,2014,Partially Working,3,1.5,Manual,Dhaka,Facility C,2024-04-12,E-Waste Disposal,15.19,Lead,EcoWaste Solutions,13.76,China
3549,Laptop,Panasonic,Panasonic Model 620,TV,2015,Working,2,7.14,Automated,Mumbai,Facility A,2024-09-26,Parts for Electronics,92.36,Mercury,E-Waste Inc.,10.7,China
2232,TV,LG,LG Model 369,Laptop,2022,Working,5,6.56,Manual,London,Facility B,2023-12-02,E-Waste Disposal,78.45,None,E-Waste Inc.,17.82,Germany
9965,Headphone,Samsung,Samsung Model 567,Appliance,2020,Broken,4,13.61,Automated,Mumbai,Facility D,2024-01-23,Raw Materials,123.16,None,Green Electronics,3.53,India
9193,Microwave,Xiaomi,Xiaomi Model 104,TV,2020,Broken,4,13.17,Manual,London,Facility A,2024-03-31,Parts for Electronics,190.23,Lead,E-Waste Inc.,18.24,China
3509,TV,LG,LG Model 413,Appliance,2015,Partially Working,4,11.82,Automated,Dhaka,Facility A,2024-04-10,Parts for Electronics,165.56,None,EcoWaste Solutions,17.55,Brazil
7598,Washing Machine,HP,HP Model 913,TV,2016,Broken,2,14.84,Automated,Berlin,Facility A,2024-10-09,Raw Materials,89.38,Lead,E-Waste Inc.,11.36,USA
3370,Washing Machine,HP,HP Model 470,Appliance,2016,Broken,4,10.42,Automated,Berlin,Facility D,2024-05-24,Raw Materials,50.18,Mercury,EcoWaste Solutions,13.94,India
6842,TV,Samsung,Samsung Model 936,Laptop,2010,Working,4,18.96,Automated,Shanghai,Facility A,2024-11-04,E-Waste Disposal,38.86,Cadmium,Green Electronics,4.73,USA
1575,Laptop,HP,HP Model 902,Appliance,2015,Working,5,4.96,Both,Dhaka,Facility C,2024-05-26,E-Waste Disposal,128.4,Lead,E-Waste Inc.,15.65,Germany
3678,Smartphone,Dell,Dell Model 348,Laptop,2012,Broken,1,5.06,Automated,Berlin,Facility C,2024-08-23,E-Waste Disposal,110.82,Mercury,Green Electronics,5.09,China
4440,Smartphone,Panasonic,Panasonic Model 252,Laptop,2014,Broken,2,14.94,Manual,London,Facility D,2023-12-19,E-Waste Disposal,12.35,Mercury,EcoWaste Solutions,9.55,India
2111,Air Conditioner,HP,HP Model 747,TV,2021,Broken,4,13.25,Automated,Dhaka,Facility A,2024-06-14,Raw Materials,22.34,None,Green Electronics,5.3,USA
1597,Air Conditioner,HP,HP Model 592,Laptop,2016,Broken,5,13.05,Manual,New York,Facility C,2024-07-01,Parts for Electronics,31.16,None,EcoWaste Solutions,5.15,India
3831,Smartphone,Sony,Sony Model 859,Appliance,2016,Working,3,16.76,Automated,Mumbai,Facility B,2024-09-13,E-Waste Disposal,137.86,None,E-Waste Inc.,15.83,India
7334,Headphone,Samsung,Samsung Model 483,Appliance,2010,Broken,1,4.78,Manual,London,Facility D,2024-01-19,Parts for Electronics,93.13,None,EcoWaste Solutions,12.0,Germany
654,Refrigerator,Apple,Apple Model 566,Mobile,2018,Partially Working,5,7.38,Automated,Dhaka,Facility C,2023-12-12,E-Waste Disposal,88.78,Cadmium,E-Waste Inc.,14.27,Germany
5638,Smartphone,Sony,Sony Model 876,Mobile,2013,Broken,4,10.32,Automated,London,Facility D,2024-04-01,Raw Materials,38.5,Mercury,E-Waste Inc.,17.0,China
6624,Laptop,LG,LG Model 395,Mobile,2023,Working,2,11.6,Automated,Dhaka,Facility B,2024-10-21,E-Waste Disposal,175.22,Cadmium,EcoWaste Solutions,13.02,Germany
7847,Laptop,Panasonic,Panasonic Model 401,Mobile,2019,Working,1,18.44,Both,Berlin,Facility A,2024-11-03,Raw Materials,34.78,Mercury,E-Waste Inc.,14.98,India
6307,Laptop,Apple,Apple Model 476,TV,2023,Partially Working,3,1.43,Manual,Berlin,Facility A,2023-12-29,Raw Materials,17.74,Cadmium,E-Waste Inc.,19.73,USA
3849,Washing Machine,Samsung,Samsung Model 575,Mobile,2013,Broken,3,6.35,Manual,Berlin,Facility C,2024-05-02,Raw Materials,138.4,Cadmium,E-Waste Inc.,3.56,China
4981,Refrigerator,Panasonic,Panasonic Model 403,Appliance,2011,Partially Working,2,8.81,Automated,Dhaka,Facility C,2024-09-04,E-Waste Disposal,186.37,Cadmium,EcoWaste Solutions,2.56,Brazil
7517,Washing Machine,Panasonic,Panasonic Model 228,Mobile,2015,Working,3,8.97,Automated,London,Facility C,2024-09-07,Raw Materials,124.69,Lead,E-Waste Inc.,17.5,China
6543,Laptop,Panasonic,Panasonic Model 592,TV,2021,Partially Working,1,10.33,Manual,New York,Facility A,2024-01-10,E-Waste Disposal,142.85,Lead,Green Electronics,14.75,Germany
3394,Headphone,Sony,Sony Model 391,Mobile,2015,Broken,5,9.06,Automated,Dhaka,Facility A,2024-10-25,Raw Materials,56.84,Lead,E-Waste Inc.,1.88,USA
8572,Laptop,Panasonic,Panasonic Model 704,Mobile,2015,Working,5,19.25,Both,Mumbai,Facility B,2024-04-07,Parts for Electronics,58.74,Mercury,EcoWaste Solutions,13.97,USA
5990,Smartphone,Apple,Apple Model 706,Appliance,2020,Broken,2,8.92,Manual,Berlin,Facility B,2024-07-09,E-Waste Disposal,151.45,None,E-Waste Inc.,9.36,Germany
6411,TV,LG,LG Model 588,Mobile,2020,Partially Working,2,19.51,Manual,New York,Facility C,2024-05-08,Raw Materials,73.43,Cadmium,EcoWaste Solutions,12.53,USA
7943,Air Conditioner,Samsung,Samsung Model 877,Laptop,2021,Broken,3,8.42,Manual,Dhaka,Facility A,2024-08-29,E-Waste Disposal,133.82,Cadmium,E-Waste Inc.,17.69,India
1131,TV,Samsung,Samsung Model 264,Laptop,2022,Broken,1,13.95,Manual,Dhaka,Facility C,2024-01-29,E-Waste Disposal,13.68,Lead,EcoWaste Solutions,7.79,Germany
9199,Refrigerator,Apple,Apple Model 656,Mobile,2017,Broken,1,5.51,Automated,New York,Facility D,2024-08-06,Parts for Electronics,92.8,None,E-Waste Inc.,17.72,India
9653,Smartphone,Panasonic,Panasonic Model 594,Mobile,2023,Broken,3,17.0,Automated,London,Facility C,2024-01-08,Raw Materials,18.71,Mercury,E-Waste Inc.,7.65,USA
9134,Refrigerator,Samsung,Samsung Model 925,Mobile,2014,Broken,1,3.19,Manual,New York,Facility A,2023-12-15,Raw Materials,17.87,Mercury,EcoWaste Solutions,4.45,China
8168,Microwave,LG,LG Model 769,Appliance,2013,Partially Working,2,18.78,Manual,New York,Facility A,2024-06-30,Parts for Electronics,50.8,Lead,E-Waste Inc.,1.12,USA
6780,Laptop,LG,LG Model 682,TV,2015,Partially Working,5,13.18,Both,Mumbai,Facility B,2024-01-11,Raw Materials,108.2,Mercury,EcoWaste Solutions,19.26,Brazil
8091,Smartphone,LG,LG Model 831,Appliance,2016,Working,5,0.87,Automated,Dhaka,Facility D,2024-07-22,Parts for Electronics,97.23,Lead,EcoWaste Solutions,14.49,China
1633,Refrigerator,Apple,Apple Model 663,Mobile,2017,Broken,4,13.87,Automated,London,Facility A,2023-12-08,Parts for Electronics,25.37,Cadmium,EcoWaste Solutions,7.54,USA
275,Microwave,Samsung,Samsung Model 975,Laptop,2020,Partially Working,1,13.22,Both,Dhaka,Facility C,2023-12-29,E-Waste Disposal,176.11,Cadmium,Green Electronics,5.09,USA
217,Smartphone,Xiaomi,Xiaomi Model 759,Mobile,2015,Partially Working,4,0.61,Both,Shanghai,Facility C,2024-05-17,Raw Materials,142.52,Cadmium,Green Electronics,5.79,India
7519,Microwave,Dell,Dell Model 494,TV,2017,Broken,5,8.32,Manual,London,Facility B,2024-02-27,E-Waste Disposal,37.85,Cadmium,E-Waste Inc.,18.77,Germany
5137,TV,Sony,Sony Model 949,TV,2012,Partially Working,1,8.07,Manual,Berlin,Facility A,2024-01-23,Parts for Electronics,87.93,Mercury,EcoWaste Solutions,5.19,USA
8374,Refrigerator,Dell,Dell Model 454,Mobile,2019,Partially Working,5,3.45,Automated,Shanghai,Facility C,2024-10-08,E-Waste Disposal,135.73,Lead,E-Waste Inc.,2.17,India
3586,TV,Sony,Sony Model 952,TV,2023,Partially Working,4,9.37,Automated,Dhaka,Facility C,2024-09-20,Raw Materials,96.45,Lead,EcoWaste Solutions,18.87,Germany
6649,Microwave,Sony,Sony Model 243,Laptop,2022,Broken,1,16.54,Manual,Berlin,Facility B,2024-07-02,Parts for Electronics,17.64,Cadmium,E-Waste Inc.,16.41,China
